title,authors,publisher,subject,categories,maturityRating,page_count,average_rating,ratings_count,published_date,description,publish_year,page_count_scaled,publish_year_scaled,cluster_11,cluster_12,cluster
Mercy,Julie Garwood,Beyond Words/Atria Books,thriller,Fiction,NOT_MATURE,428,0.0,0,2001-01-01,"When attorney Theo Buchanan takes ill at a ceremony honouring his work, a beautiful young surgeon saves his life. When Theo seeks her out, he discovers that she is in mortal danger because she knows too much about a mercy killing.",2001,0.17070116861435727,0.6712328767123275,9,9,10
The Holcroft Covenant,Robert Ludlum,Bantam,thriller,Fiction,NOT_MATURE,514,3.5,2,1978-01-01,"The Fourth Reich is waiting to be born. The only man who can stop it is about to sign its birth certificate. In 1945 the children of the Third Reich were secretly hidden all over the world-to be concealed until the 1970's, when they would come of age. Then the most elaborate plans and $780 million in a Swiss bank would be waiting. There would even be an unsuspecting outsider to set the plan into action. that outsider is Noel Holcroft, the American son of a high-ranking Nazi. He's just been shown an amazing document, the Holcroft Covenant. If he signs, it will be his own death warrant and a devastating threat to the security of the world.",1978,0.20659432387312188,0.3561643835616408,9,9,10
The Dead Zone,Stephen King,Viking,thriller,Fiction,NOT_MATURE,392,3.5,7,1979-01-01,A supernatural thriller that plunges the reader into the fate awaiting all mankind -- The Dead Zone. Copyright © Libri GmbH. All rights reserved.,1979,0.15567612687813023,0.36986301369862673,9,9,10
Black Creek Crossing,John Saul,Large Print Press,thriller,Fiction,NOT_MATURE,664,0.0,0,2004-01-01,"A New York Times Bestselling AuthorThe dark history and dire secrets of a peaceful small town are summoned from the shadows of the past. Unholy forces are stirred from long slumber to monstrous new life. And two young misfits discover the chilling art of turning persecution into retribution. With these eerie ingredients, bestselling master John Saul once again works his unique brand of sinister magic to conjure an unforgettable tale of unspeakable terror.",2004,0.26919866444073454,0.7123287671232852,9,9,10
Robert Ludlum's The Altman Code,"Robert Ludlum, Gayle Lynds",Macmillan,thriller,Fiction,NOT_MATURE,500,4.0,7,2004-03-13,"When a Chinese cargo ship is rumored to be carrying tons of chemicals to be used by a rogue nation to create new biological weapons, the president enlists Covert-One Agent John Smith to uncover the truth. Martin's Press.",2004,0.20075125208681135,0.7123287671232852,9,9,10
The Harbinger,Jonathan Cahn,Charisma Media,thriller,Fiction,NOT_MATURE,274,4.5,10,2011-01-01,"An anonymous man has received nine seals from The Prophet, with each seal containing mysterious sayings and prophecies from the Book of Isaiah about America's recent past and possible future destruction.",2011,0.10642737896494157,0.8082191780821901,9,9,10
The Partner,John Grisham,Dell,thriller,Fiction,NOT_MATURE,488,0.0,0,1998-01-01,"They hired him. They trusted him. Now they don't want justice--they want revenge.... For four years, Patrick had often wondered how it would feel if they caught him. Now he was terror-stricken. Practically naked and strapped down like an animal, he knew the next few hours would be insufferable.... Once he was a well-liked, well-paid young partner in a thriving Mississippi law firm. Then Patrick Lanigan stole ninety million dollars from his own firm--and ran for his life. For four years, he evaded men who were rich, powerful, and would stop at nothing to find him. Then, inevitably, on the edge of the Brazilian jungle, they finally tracked him down. Now Patrick is coming home. And in the Mississippi city where it all began, an extraordinary trial is about to begin. As prosecutors circle like sharks, as Patrick's lawyer prepares his defense, as Patrick's lover prays for his deliverance and his former partners wait for their revenge, another story is about to emerge. Because Patrick Lanigan, the most reviled white-collar criminal of his time, knows something that no one else in the world knows. He knows the truth....",1998,0.19574290484140236,0.6301369863013697,9,9,10
The Da Vinci Code,Dan Brown,Unknown,thriller,Art museum curators,NOT_MATURE,707,0.0,0,2004-01-01,"A murder in the silent, late night halls of the Louvre reveals a sinister plot to uncover a secret that has been protected by a clandestine society since the days of Christ. The victim is a high­ranking agent of this ancient society who, in the moments before his death, manages to leave gruesome clues at the scene that only his cryptographer daughter and her symbologist friend can untangle. The duo become both suspects and detectives searching not only for the murderer, but also the stunning secret he was charged to protect.",2004,0.2871452420701168,0.7123287671232852,3,3,10
He Will Be My Ruin,K.A. Tucker,Simon and Schuster,thriller,Fiction,NOT_MATURE,352,0.0,0,2016-02-02,"K.A. Tucker makes her suspense debut with this sexy, heart pounding story of a young woman determined to find justice after her best friend's death.",2016,0.13898163606010017,0.8767123287671197,9,9,10
The Whole Truth,David Baldacci,Grand Central Pub,thriller,Fiction,NOT_MATURE,406,0.0,0,2008-01-01,"While the head of the world's largest defense contractor conspires to gain even more riches by instigating a war, an intelligence agent reluctantly travels to keep the world safe, and a journalist receives a mysterious offer to interview the sole survivor",2008,0.16151919866444076,0.7671232876712324,9,9,10
Immoral,Brian Freeman,Macmillan,thriller,Fiction,NOT_MATURE,364,4.0,3,2005-09-01,"In a moral world, murder is the ultimate crime, a killer pays the ultimate price, and the victim remains buried. Unless everyone is immoral.",2005,0.1439899833055092,0.7260273972602711,9,9,10
Brother Odd,Dean Ray Koontz,Bantam,thriller,Fiction,NOT_MATURE,466,4.5,4,2007-01-01,"Loop me in, odd one.The words, spoken in the deep of night by a sleeping child, chill the young man watching over her. For this was a favorite phrase of Stormy Llewellyn, his lost love, and Stormy is dead, gone forever from this world. In the haunted halls of the isolated monastery where he had sought peace, Odd Thomas is stalking spirits of an infinitely darker nature Through twoNew York Timesbestselling novels Odd Thomas has established himself as one of the most beloved and unique fictional heroes of our time. Now, wielding all the power and magic of a master storyteller at the pinnacle of his craft, Dean Koontz follows Odd into a singular new world where he hopes to make a fresh beginning—but where he will meet an adversary as old and inexorable as time itself. St. Bartholomew’s Abbey sits in majestic solitude amid the wild peaks of California’s high Sierra, a haven for children otherwise abandoned, and a sanctuary for those seeking insight. Odd Thomas has come here to learn to live fully again, and among the eccentric monks, their other guests, and the nuns and young students of the attached convent school, he has begun to find his way. The silent spirits of the dead who visited him in his earlier life are mercifully absent, save for the bell-ringing Brother Constantine and Odd’s steady companion, the King of Rock 'n' Roll. But trouble has a way of finding Odd Thomas, and it slinks back onto his path in the form of the sinister bodachs he has met previously, the black shades who herald death and disaster, and who come late one December night to hover above the abbey’s most precious charges. For Odd is about to face an enemy who eclipses any he has yet encountered, as he embarks on a journey of mystery, wonder, and sheer suspense that surpasses all that has come before. From the Hardcover edition.",2007,0.1865609348914858,0.7534246575342465,9,9,10
Harvest,Tess Gerritsen,Random House,thriller,Fiction,NOT_MATURE,516,0.0,0,2009-12-01,Mystery fiction. Detective and mystery stories. Another book in the series A Mizzoli and Isles Thriller.,2009,0.20742904841402338,0.7808219178082183,9,9,10
No One to Trust,Iris Johansen,Bantam,thriller,Fiction,NOT_MATURE,312,0.0,0,2002-01-01,"Trained as a sniper, Elena didn't need anyone to survive. But now she finds herself on the run from one dangerous man and turning for help to another.",2002,0.12228714524207013,0.6849315068493134,9,9,10
Tripwire,Lee Child,Random House,thriller,Fiction,NOT_MATURE,548,0.0,0,2011-01-01,"Digging swimming pools by hand in Key West, former military policeman Jack Reacher is not pleased when Costello, a private detective, starts asking questions about him. When Costello is found dead, Reacher knows that he is in serious trouble.",2011,0.22078464106844742,0.8082191780821901,9,9,10
City of Bones,Michael Connelly,Unknown,thriller,Thriller - Fiction,NOT_MATURE,416,0.0,0,2002-01-01,"On New Year's Day, a dog finds a bone in the Hollywood Hills--and unearths a murder committed more than twenty years earlier. It's a cold case, but for Detective Harry Bosch, it stirs up memories of his childhood as an orphan. He can't let it go. As the investigation takes Bosch deeper into the past, a beautiful rookie cop brings him alive in the present. No official warning can break them apart--or prepare Bosch for the explosions when the case takes a few hard turns. Suddenly all of L.A. is in an uproar, and Bosch, fighting to keep control, is driven to the brink of an unimaginable decision.",2002,0.16569282136894825,0.6849315068493134,3,3,10
The Waste Lands,Stephen King,Hodder & Stoughton,thriller,Adventure fiction,NOT_MATURE,584,0.0,0,2003-01-01,"There are new evils, new dangers to threaten Roland's little band in the devastated city of Lud and the surrounding wastelands, as well as horrific confrontations with Blaine the Mono, the piratical Gasher, and the frightening Tick-Tock Man.",2003,0.23580968280467446,0.6986301369862993,3,3,10
Area 7,Matthew Reilly,Pan,thriller,Adventure stories,NOT_MATURE,550,0.0,0,2012-01-01,"A HIDDEN LOCATIONIt is America's most secret base, a remote installation known only as Area 7.THE VISITORAnd today it has a guest: the President of the United States. But he's going to get more than he bargained for on this trip. Because hostile forces are waiting inside...HIS SAVIOURAmong the President's helicopter crew, however, is a young marine. His name is Schofield. Call-sign: SCARECROW. Rumour has it, he's a good man in a storm. Judging by what the President has just walked into, he'd better be...",2012,0.22161936560934892,0.821917808219176,3,3,10
